Energy_Consumption_kWh/km,Speed_kmh,Slope_%,Temperature_C,Road_Type,Humidity_%,Wind_Speed_ms,Weather_Condition,Traffic_Condition
0.363,111.4,9.5,-10.9,2,72.7,2.4,0,2
0.281,98.0,-0.8,-11.7,0,55.3,9.7,2,0
0.241,125.9,-1.0,0.9,1,38.9,1.5,2,1
0.213,82.8,-1.6,-10.3,0,20.0,1.3,0,1
0.277,29.4,6.7,14.7,0,67.9,3.7,1,1
0.343,85.7,10.8,-13.8,0,30.4,8.5,0,1
0.247,95.5,9.7,28.2,1,42.1,4.4,0,0
0.193,44.2,-5.0,20.7,0,80.8,10.4,0,1
0.261,63.4,4.5,-3.4,0,56.9,14.0,0,0
0.292,85.8,11.9,3.1,1,55.2,15.0,0,0
0.173,61.2,-2.1,1.8,2,56.8,1.8,0,0
0.243,61.2,4.7,35.7,0,73.6,10.9,0,1
0.291,34.6,10.1,33.8,0,86.8,6.7,0,0
0.317,123.5,10.0,16.0,0,54.0,7.7,0,1
0.195,102.6,-1.6,5.0,1,65.3,3.9,0,0
0.196,20.1,-6.1,10.4,1,97.2,2.5,0,2
0.269,104.2,4.9,16.2,0,48.7,8.2,1,0
0.336,101.4,10.9,12.1,2,87.3,14.8,0,1
0.266,21.1,2.2,-11.6,1,75.8,11.9,2,0
0.231,60.7,1.2,10.5,0,60.7,0.6,0,2
0.299,86.7,9.3,35.6,0,37.9,9.8,0,1
0.209,69.8,0.5,7.5,0,91.6,13.7,0,0
0.251,105.6,5.6,23.6,0,51.7,9.3,0,1
0.162,66.8,-0.2,39.8,1,86.7,9.7,0,0
0.213,36.9,-0.5,15.4,0,51.4,12.7,0,1
0.255,127.4,-4.2,11.6,0,68.7,11.5,0,1
0.27,46.6,-6.2,-0.2,2,45.7,6.2,2,2
0.299,98.9,9.7,-2.4,1,76.6,0.0,2,0
0.164,35.7,-4.4,15.6,2,40.3,4.3,1,0
0.207,56.2,-6.8,22.2,0,23.6,14.6,1,1
0.228,68.6,3.6,8.5,0,42.0,11.5,0,0
0.244,41.1,2.9,-14.9,0,66.3,5.7,0,0
0.263,69.5,3.4,15.8,0,31.0,2.2,2,1
0.218,37.3,1.4,16.4,1,25.0,13.6,0,1
0.224,81.5,-5.2,-11.0,1,43.5,7.5,2,0
0.298,93.0,-7.6,-9.4,2,29.5,5.5,3,2
0.237,26.9,-7.1,1.8,1,89.2,12.9,0,2
0.323,115.8,10.9,17.9,0,91.9,6.9,0,1
0.294,40.4,2.6,-5.3,1,54.7,14.3,0,2
0.255,44.8,-0.0,3.9,0,21.8,11.8,0,2
0.226,92.7,0.2,-6.9,1,82.7,6.6,0,1
0.303,71.6,5.0,3.5,0,69.4,9.8,0,2
0.192,74.9,-0.5,25.1,0,35.5,8.0,1,0
0.349,34.1,7.9,5.5,2,93.9,7.2,1,2
0.209,108.6,-2.8,30.0,2,48.5,12.6,0,0
0.259,87.9,-0.7,36.0,1,61.7,12.4,2,2
0.343,34.9,10.7,1.9,0,25.3,7.2,1,2
0.227,61.1,-2.8,19.2,0,62.9,12.2,1,1
0.256,109.1,5.2,-0.6,0,66.7,2.4,0,1
0.211,82.5,-0.7,16.3,0,41.9,11.5,0,1
0.324,32.0,1.4,-8.4,1,77.7,5.4,3,2
0.144,61.0,-7.1,18.1,1,72.4,1.9,0,1
0.215,46.7,-4.7,-5.5,0,50.5,0.9,0,0
0.212,76.9,-6.0,6.6,0,54.9,10.2,2,0
0.341,112.8,8.9,-2.0,2,58.4,8.7,2,1
0.349,68.0,11.2,28.8,2,29.4,4.7,3,0
0.191,67.7,-6.6,-5.0,1,77.3,14.7,1,0
0.176,119.6,-6.5,38.0,1,24.6,4.3,0,0
0.292,83.4,3.0,-8.5,2,50.0,5.9,2,1
0.26,82.3,2.1,7.8,2,53.1,1.2,0,2
0.226,48.8,5.0,27.3,2,43.8,13.7,0,0
0.358,86.8,6.7,-8.6,0,31.2,11.0,2,2
0.316,83.4,7.9,2.3,0,82.5,5.3,2,1
0.222,63.7,-5.0,9.9,0,66.4,14.5,0,1
0.237,129.0,-7.2,26.9,0,26.5,13.8,1,0
0.344,117.0,9.8,28.3,2,97.8,15.0,0,2
0.248,102.5,1.4,32.1,1,61.2,7.5,0,2
0.321,79.1,11.4,1.9,0,88.7,7.5,2,0
0.27,70.8,2.7,-14.2,0,41.4,8.4,1,1
0.281,40.3,2.2,24.6,0,82.9,6.6,2,2
0.302,53.6,4.5,-5.5,0,80.3,11.0,0,2
0.238,105.1,-4.6,6.5,2,36.9,6.9,1,1
0.163,69.9,-2.9,29.3,1,26.1,1.8,1,1
0.309,117.0,10.1,18.6,0,24.2,5.2,0,1
0.234,36.3,-3.8,33.0,1,67.4,11.5,1,2
0.165,75.9,-3.3,20.9,1,21.9,9.9,0,1
0.195,91.2,2.2,6.0,1,61.2,0.2,0,0
0.268,76.9,4.8,-13.2,2,24.2,6.0,0,1
0.302,117.8,-8.0,-14.2,0,42.1,1.4,2,2
0.255,128.9,1.1,-1.2,2,97.5,10.3,0,0
0.234,32.7,-0.0,20.6,0,74.1,14.9,1,1
0.284,34.3,9.3,24.3,0,58.6,5.3,0,0
0.329,34.3,8.8,3.9,1,21.6,12.6,0,2
0.311,94.9,10.1,31.5,2,49.0,13.0,1,1
0.247,61.0,8.8,36.9,2,27.1,9.2,0,0
0.289,100.7,7.7,1.4,1,80.8,0.6,1,1
0.3,64.6,9.2,4.4,2,63.7,2.8,2,0
0.208,89.0,-4.5,7.3,1,58.2,10.3,1,1
0.196,104.7,-1.2,0.3,2,98.9,1.2,0,0
0.222,80.3,5.7,20.6,1,77.6,13.1,0,0
0.364,79.3,10.5,35.0,2,83.6,9.6,3,0
0.258,29.7,5.3,8.5,0,77.5,0.1,0,1
0.237,65.2,-3.8,-5.1,0,69.9,3.0,1,1
0.328,80.0,10.9,-4.3,2,77.0,12.1,1,1
0.241,70.8,7.2,24.7,1,20.5,11.6,0,0
0.269,119.1,6.3,25.4,2,96.6,0.3,2,0
0.325,119.7,7.3,11.2,0,48.2,6.4,1,2
0.255,110.4,5.2,26.8,1,93.6,5.6,0,1
0.252,61.3,-7.6,13.1,2,37.7,11.0,3,1
0.185,98.9,-2.9,1.8,0,26.9,0.8,1,0
0.33,63.5,11.1,-7.3,1,92.3,6.2,1,1
0.263,45.6,-2.2,13.4,0,84.1,2.4,2,2
0.289,57.7,7.4,31.0,0,77.0,0.1,1,2
0.272,27.8,0.5,35.9,1,55.8,10.2,3,1
0.275,56.5,10.2,-11.7,1,48.1,6.8,0,0
0.209,70.7,3.2,35.5,1,97.3,7.4,1,0
0.374,125.1,4.6,-5.2,0,33.4,7.2,2,2
0.261,54.5,-3.2,18.3,2,69.6,13.7,2,2
0.24,119.3,-6.8,9.0,2,72.0,9.3,0,2
0.238,45.2,7.1,23.6,2,25.1,8.8,0,0
0.252,41.0,-6.6,14.1,1,41.3,13.4,2,2
0.293,77.1,6.4,6.4,2,33.0,0.7,2,1
0.283,94.0,3.1,-11.1,1,24.3,11.5,2,0
0.336,24.9,8.4,-13.5,2,67.1,3.1,0,2
0.231,44.3,-3.9,-1.9,2,68.5,6.1,0,2
0.252,70.1,2.8,26.0,0,34.4,11.6,0,1
0.243,56.4,4.3,19.0,2,73.1,12.7,0,1
0.249,98.4,-6.5,8.0,0,42.4,0.2,2,2
0.301,76.2,6.8,14.4,0,93.8,7.2,0,2
0.206,37.6,-0.2,17.5,0,50.0,11.3,0,1
0.265,118.4,-5.4,-11.1,2,31.0,8.2,2,0
0.202,52.2,-0.3,2.8,2,83.0,7.5,0,0
0.221,100.4,-6.0,33.4,0,63.5,13.6,0,0
0.246,105.8,9.8,25.3,1,90.3,2.8,0,0
0.302,125.9,1.1,-10.2,0,71.7,6.5,0,1
0.205,74.8,-5.2,0.2,0,94.4,4.3,1,0
0.192,87.7,-3.0,-3.9,1,72.6,12.3,0,0
0.28,56.8,6.5,6.0,0,99.4,3.9,2,0
0.339,94.6,7.7,39.0,0,59.1,0.5,2,2
0.213,71.0,-7.2,16.7,0,98.0,0.1,0,2
0.193,68.1,-6.8,-6.3,0,30.7,1.1,0,1
0.293,114.1,10.3,28.2,2,56.0,2.8,1,0
0.208,25.5,-1.4,17.2,2,27.4,4.5,1,1
0.218,117.0,-4.1,32.4,2,37.7,2.4,2,1
0.159,113.7,-5.5,11.7,1,25.1,13.6,0,0
0.185,75.7,1.5,34.0,1,89.2,2.5,0,1
0.243,73.9,7.4,32.1,2,98.6,1.9,0,1
0.242,59.8,2.4,-11.5,2,75.0,12.3,0,0
0.25,129.4,-7.6,30.3,0,40.5,9.9,0,2
0.253,32.2,1.7,-8.5,0,72.2,1.9,0,1
0.301,84.9,-1.8,-9.0,0,87.8,9.0,2,2
0.277,95.0,5.7,-6.2,2,53.8,4.3,1,0
0.238,122.8,2.5,35.6,0,24.4,8.4,0,0
0.298,105.8,11.3,12.2,2,89.0,11.4,0,0
0.304,90.8,4.0,2.7,0,21.9,4.0,2,2
0.346,32.8,4.6,-12.0,0,63.3,0.7,3,1
0.241,61.1,2.4,-8.6,1,65.8,6.9,1,0
0.252,35.3,-1.8,-4.6,2,24.3,11.5,1,1
0.28,116.9,4.6,-4.8,0,55.5,4.3,1,0
0.237,102.5,-1.3,-10.6,2,87.4,10.4,0,0
0.313,103.3,6.3,-10.6,0,88.6,8.0,0,1
0.262,91.7,-3.3,1.4,0,52.3,10.9,0,2
0.196,75.8,-0.6,15.1,0,40.9,1.8,2,0
0.268,36.5,3.7,16.6,0,46.3,13.4,0,2
0.243,56.3,4.6,0.8,2,22.6,12.8,0,0
0.288,35.1,5.4,-10.6,0,28.4,8.2,2,0
0.305,99.7,6.0,18.5,0,27.1,14.0,2,1
0.216,37.6,-1.6,21.1,0,45.0,7.3,1,1
0.316,97.2,9.9,23.4,0,74.4,6.3,0,2
0.165,96.1,-7.4,36.0,1,87.2,11.9,0,0
0.25,70.5,-4.2,-13.0,2,37.0,3.6,1,1
0.219,34.9,-6.6,-3.4,0,80.1,11.7,1,0
0.208,54.6,5.4,16.5,0,79.4,8.2,0,0
0.227,55.2,-2.5,-14.4,2,71.4,2.9,0,1
0.232,97.0,-4.0,-12.2,0,36.7,4.6,0,1
0.236,32.5,1.6,6.7,0,97.3,10.3,0,1
0.266,111.2,4.4,16.6,0,50.3,13.4,0,1
0.303,103.7,4.4,22.5,0,41.0,13.2,2,1
0.287,40.5,3.1,-1.3,0,65.3,12.8,2,1
0.272,99.1,11.8,19.1,0,23.3,2.2,1,0
0.335,93.5,9.2,5.3,2,22.4,0.5,3,0
0.198,102.3,-3.2,15.6,1,26.0,6.3,2,0
0.289,40.8,7.2,21.8,0,57.0,5.1,2,0
0.259,37.3,3.4,-1.2,1,33.5,14.5,2,0
0.2,46.0,-6.6,4.7,1,79.5,7.2,0,2
0.226,60.2,-7.0,15.4,2,94.5,8.3,2,1
0.298,107.3,8.0,-2.3,2,95.4,8.2,0,1
0.213,101.2,2.9,36.7,2,21.3,3.5,0,0
0.342,121.8,3.4,24.8,2,36.2,11.1,2,2
0.208,26.4,-1.3,19.6,0,48.8,2.8,1,1
0.269,21.3,10.6,25.1,1,72.1,10.7,0,0
0.355,96.9,6.3,-2.1,1,90.0,13.3,2,2
0.319,50.7,10.6,-14.6,0,97.1,2.7,0,1
0.181,56.7,-6.0,20.6,0,30.5,9.2,0,1
0.271,80.1,3.7,38.1,0,33.2,2.8,0,2
0.252,31.3,4.8,21.2,0,20.5,14.4,0,1
0.289,90.7,-5.5,-5.4,0,86.0,11.2,2,2
0.186,55.8,-1.1,32.2,2,88.1,3.4,1,1
0.189,89.6,-3.7,16.8,0,95.4,5.5,0,1
0.323,111.7,11.7,19.0,1,41.0,3.3,1,2
0.179,38.8,2.9,13.2,0,63.2,2.6,0,0
0.201,122.4,-1.7,25.4,1,65.9,3.7,0,1
0.285,78.4,5.3,37.8,2,88.0,13.5,2,1
0.31,121.5,5.2,5.6,2,60.8,8.0,2,1
0.203,42.9,-1.1,16.9,0,54.3,4.4,1,0
0.31,86.5,11.9,32.0,0,45.5,2.0,2,1
0.242,64.4,8.2,33.3,1,89.0,3.4,2,0
0.188,105.2,0.0,30.3,1,26.6,7.0,0,0
0.247,86.6,5.2,15.8,0,27.5,4.1,1,1
0.246,74.4,6.2,36.5,0,82.2,14.9,0,0
0.212,120.4,-4.5,-5.7,2,96.0,1.5,0,0
0.318,61.5,9.6,-3.8,1,76.7,14.4,1,1
0.312,44.2,8.5,-3.1,2,41.4,10.5,1,1
0.268,86.9,7.1,7.1,2,40.5,5.5,0,1
0.196,88.6,-3.5,21.7,2,60.4,4.4,0,1
0.199,68.3,-5.3,8.1,0,66.8,0.7,1,1
0.178,73.5,-4.4,37.2,0,34.0,13.4,0,0
0.266,125.6,-6.1,-1.8,0,79.8,11.5,2,0
0.324,100.6,10.8,29.8,2,33.4,9.8,0,1
0.276,32.2,9.0,28.0,1,79.2,11.6,0,1
0.208,43.3,-6.2,3.2,2,72.9,9.3,0,1
0.282,127.3,5.6,10.9,0,76.2,7.2,1,0
0.204,99.9,-3.1,26.9,2,96.9,14.5,0,0
0.213,120.7,-7.7,32.0,1,96.5,11.5,0,1
0.245,53.4,-2.2,22.5,2,96.3,8.0,2,2
0.224,101.6,0.8,35.7,1,61.6,14.1,1,1
0.195,98.5,-7.6,19.1,1,34.1,8.3,2,0
0.163,52.4,-1.5,7.3,1,99.1,7.2,0,0
0.211,80.6,6.0,19.3,2,37.5,1.1,0,0
0.226,89.0,-3.4,18.7,0,24.9,14.2,1,1
0.234,72.9,1.7,15.4,0,46.0,7.4,1,1
0.334,111.0,9.8,1.8,0,56.8,5.6,2,0
0.18,111.6,-7.4,21.7,1,71.3,0.3,2,0
0.293,113.6,7.7,29.0,0,34.5,12.2,2,0
0.201,108.4,-0.3,37.7,1,35.7,7.9,0,1
0.286,73.7,2.8,12.4,2,76.5,11.7,3,0
0.218,62.0,-3.4,26.4,0,35.6,14.4,2,0
0.248,111.5,3.6,29.1,1,59.5,13.7,1,0
0.276,73.9,6.6,22.1,0,80.0,13.4,0,1
0.193,47.1,-4.0,5.8,0,60.6,3.2,0,1
0.191,75.8,-1.1,24.4,1,44.1,9.5,0,1
0.282,35.6,3.3,38.8,0,50.8,8.8,2,1
0.225,96.1,0.3,18.4,0,57.2,11.4,2,0
0.186,57.0,-2.1,25.6,2,71.7,2.8,0,1
0.219,48.7,1.0,-2.0,2,56.9,3.1,2,0
0.25,125.2,-2.2,21.0,1,51.7,10.5,2,1
0.279,105.5,-2.0,-13.1,2,82.9,14.5,0,1
0.212,106.6,4.2,30.7,1,43.4,2.9,0,0
0.254,88.6,1.5,-2.8,2,22.8,14.6,1,0
0.292,112.3,5.5,-11.4,2,94.7,0.0,0,1
0.319,103.5,8.7,-5.2,0,80.7,11.5,0,1
0.293,85.9,10.9,10.8,0,92.0,9.5,0,1
0.335,125.7,-5.0,-12.7,0,75.6,10.7,3,0
0.273,41.1,4.5,-13.1,0,33.5,12.5,0,0
0.268,123.8,3.6,13.1,2,62.7,2.0,0,1
0.306,64.2,9.3,16.3,0,27.1,7.3,2,0
0.316,78.1,9.9,2.5,0,89.3,13.5,1,0
0.336,33.5,7.2,-14.1,2,67.3,14.8,2,0
0.301,79.4,3.9,10.3,0,99.2,9.6,0,2
0.244,87.2,-4.0,35.5,0,61.3,13.5,2,1
0.257,129.7,-2.5,11.6,0,44.4,3.7,2,1
0.261,127.3,4.1,9.9,2,79.7,11.6,1,0
0.231,126.3,-5.2,15.7,1,79.4,13.0,1,1
0.251,58.3,-4.3,-5.9,2,39.9,14.2,2,0
0.285,129.0,10.2,29.2,1,89.1,8.7,0,0
0.358,70.1,11.1,-13.2,0,57.1,14.8,1,1
0.225,113.7,-7.9,-11.9,2,53.5,11.5,0,0
0.307,43.8,9.2,-11.9,0,24.1,8.1,0,0
0.243,75.6,10.8,28.6,1,30.5,0.9,0,0
0.252,126.3,2.5,5.3,0,88.0,0.8,0,0
0.266,124.2,1.0,20.4,2,44.8,12.1,0,1
0.34,95.2,10.4,-10.6,1,32.4,12.5,1,1
0.219,107.8,-7.8,26.9,2,37.2,13.3,0,1
0.289,39.4,8.8,3.4,0,38.3,7.9,0,1
0.211,99.4,-2.1,-3.1,1,86.3,1.7,2,0
0.283,88.0,4.8,24.3,1,39.7,13.4,1,2
0.22,30.1,-1.5,-11.5,2,56.3,5.7,1,0
0.234,32.4,2.5,11.7,0,83.8,10.0,0,0
0.318,31.9,8.2,6.1,2,95.7,13.2,0,1
0.176,99.7,-4.4,25.8,1,58.6,2.0,2,0
0.224,35.6,5.3,20.1,0,26.5,9.4,0,0
0.278,71.5,10.0,34.0,0,23.1,13.0,0,0
0.279,59.3,10.0,25.0,0,98.3,1.4,1,1
0.329,80.6,9.9,7.9,2,54.7,0.5,1,2
0.284,97.7,2.4,-4.8,0,85.0,2.0,0,2
0.296,95.3,7.4,9.8,0,26.5,14.8,0,1
0.25,76.7,0.9,-5.8,1,41.5,11.0,1,1
0.292,71.1,1.2,-8.8,0,30.8,9.0,2,1
0.216,63.8,-2.3,-12.3,1,86.8,8.8,0,1
0.214,114.8,-2.3,14.8,0,81.8,11.0,0,1
0.202,56.4,-7.2,16.1,0,48.4,8.4,1,1
0.205,48.5,2.6,21.0,0,93.2,0.0,0,0
0.176,101.8,-1.8,33.8,1,27.8,3.4,1,0
0.145,59.6,-4.2,35.2,1,99.3,10.9,0,0
0.201,113.2,-5.6,3.7,1,61.4,13.1,1,0
0.204,56.1,-1.1,20.0,1,88.2,8.7,0,2
0.298,97.2,10.0,10.4,2,60.5,8.9,2,0
0.273,25.0,2.3,26.4,1,78.5,11.2,1,2
0.21,62.4,3.1,24.4,0,35.0,10.2,1,0
0.259,57.8,-6.9,-4.3,2,80.9,13.9,2,1
0.252,109.8,2.4,-5.4,0,70.2,8.4,0,0
0.32,126.4,5.4,-8.7,0,44.9,3.7,0,1
0.271,70.7,-5.0,-8.2,2,92.1,13.3,0,2
0.354,110.7,11.7,-1.5,0,66.4,12.8,0,1
0.331,97.0,10.3,4.2,0,73.8,11.2,1,0
0.335,126.4,11.9,19.2,1,68.8,11.7,2,1
0.265,109.2,-0.8,26.0,2,75.2,14.6,1,1
0.305,28.5,8.4,-7.3,0,89.2,4.8,1,0
0.228,98.5,-1.4,-1.1,0,37.9,12.6,0,1
0.2,78.9,7.0,17.5,1,36.5,5.7,0,0
0.339,21.8,11.0,26.7,1,33.3,12.9,1,2
0.168,47.6,-4.9,30.1,2,47.7,5.8,1,0
0.333,121.4,-5.2,6.1,2,47.6,4.5,3,2
0.215,121.9,-5.9,9.5,1,77.2,7.5,2,0
0.245,107.9,8.0,22.3,2,70.0,0.2,0,0
0.3,128.0,5.3,0.3,2,88.8,13.5,0,1
0.239,108.7,2.4,-10.5,2,62.4,10.0,0,0
0.257,21.1,7.5,9.4,0,38.7,13.5,0,0
0.23,51.7,9.0,39.2,1,35.7,5.8,0,0
0.301,23.4,11.0,5.5,0,56.3,1.7,1,0
0.213,30.4,-4.0,1.4,0,84.0,2.9,2,0
0.217,44.1,0.8,30.2,0,69.1,9.5,0,1
0.326,75.4,10.5,35.5,2,66.5,8.6,2,1
0.249,113.2,1.2,27.9,0,35.1,14.9,0,0
0.244,114.8,1.8,13.8,1,86.2,10.7,1,1
0.273,87.8,10.8,33.9,2,82.6,2.7,0,0
0.274,122.1,6.7,17.4,2,95.1,1.6,1,1
0.246,75.0,3.0,1.2,1,28.0,12.8,1,1
0.213,117.8,-0.9,36.5,0,82.6,2.4,1,0
0.242,69.9,10.3,21.1,1,73.4,0.3,1,0
0.233,50.5,-7.8,-7.7,1,75.2,11.8,0,2
0.234,120.8,-1.6,3.5,0,78.6,4.9,0,1
0.278,62.7,10.9,21.3,1,84.7,2.5,1,1
0.235,75.4,2.0,31.1,2,69.5,13.9,0,1
0.224,56.2,4.5,39.4,2,57.2,3.1,0,1
0.239,92.9,2.7,-3.9,1,72.0,11.1,0,0
0.303,129.5,-0.1,29.3,0,96.2,8.4,1,2
0.325,22.8,5.3,-8.5,1,54.9,5.1,3,0
0.264,119.0,7.3,22.5,1,92.8,8.6,0,1
0.239,20.4,-0.7,-9.1,1,98.9,13.9,1,0
0.277,60.1,3.8,15.8,2,50.1,13.2,2,1
0.191,38.5,-6.3,13.7,1,35.0,13.1,0,1
0.224,103.3,3.0,34.2,0,74.1,6.2,0,0
0.287,25.6,7.0,14.5,0,39.4,13.7,0,1
0.262,80.9,3.7,24.4,0,43.9,11.3,0,1
0.312,52.4,9.6,32.5,0,64.3,4.5,1,2
0.229,34.7,-2.3,-7.3,0,61.0,5.8,1,0
0.284,104.9,1.8,-8.5,0,75.6,2.6,2,1
0.21,43.9,-6.3,-8.4,0,87.7,8.0,1,0
0.273,44.6,6.0,2.9,0,94.7,0.4,1,1
0.237,50.3,0.9,6.4,1,20.4,7.5,2,1
0.29,84.5,2.6,-12.9,0,49.9,9.5,1,1
0.216,92.6,-5.4,-1.3,1,71.1,5.8,2,0
0.343,21.9,11.9,-14.6,1,96.0,14.0,2,0
0.296,46.6,7.4,-4.5,0,50.9,3.6,0,1
0.226,67.4,0.0,6.6,0,45.9,7.2,1,1
0.236,56.5,3.4,26.5,2,81.6,13.8,0,1
0.262,117.3,4.4,39.9,2,74.1,11.9,1,0
0.283,106.6,11.2,-4.0,1,23.9,0.9,0,0
0.262,88.8,7.4,23.6,0,62.2,11.6,1,0
0.257,57.2,-1.0,4.4,0,74.4,11.1,0,2
0.253,97.1,11.6,31.7,1,33.2,0.5,0,0
0.238,112.8,-2.0,3.3,0,66.3,13.1,0,0
0.24,85.4,3.5,2.0,1,24.4,8.3,1,1
0.314,106.3,6.0,14.4,0,47.0,12.8,0,2
0.245,102.4,-2.6,39.9,2,20.0,13.8,2,1
0.316,82.9,11.1,4.4,1,69.0,0.0,0,2
0.219,54.3,-3.7,-3.9,0,40.2,3.8,2,0
0.26,102.0,0.8,23.3,0,94.5,8.3,2,1
0.213,42.7,-4.4,34.2,0,20.4,13.2,2,0
0.306,105.7,9.5,30.7,0,91.0,10.7,1,1
0.194,108.5,-3.6,33.4,0,95.4,4.6,0,0
0.253,110.4,-7.3,-13.1,2,21.8,5.0,2,0
0.197,72.0,-7.2,-10.6,1,54.1,9.9,1,0
0.233,41.2,0.3,28.6,1,92.3,11.8,3,0
0.265,31.0,2.5,7.7,1,82.7,13.8,1,2
0.195,101.8,-7.2,9.8,1,25.3,10.8,0,1
0.235,117.5,-6.1,6.9,2,94.2,12.7,1,1
0.227,91.6,-6.1,-5.7,2,31.1,10.0,0,1
0.298,35.9,5.4,36.7,2,95.5,9.6,0,2
0.277,122.8,-2.0,25.2,0,74.3,5.3,1,2
0.249,128.8,3.3,2.8,0,30.7,0.0,0,0
0.172,67.7,-6.5,17.6,1,75.1,8.5,1,1
0.238,85.4,9.8,14.0,1,94.5,8.9,0,0
0.214,105.5,-1.9,11.2,2,69.5,5.7,0,1
0.266,101.0,7.6,37.9,2,26.0,8.1,0,0
0.286,126.5,8.5,9.8,2,37.2,1.5,0,0
0.292,32.6,11.8,18.7,0,58.8,4.7,0,0
0.301,83.9,6.8,-0.7,0,52.7,6.2,1,1
0.197,96.1,0.9,5.1,1,59.3,7.8,0,0
0.296,117.9,-4.9,16.5,2,59.3,10.4,3,1
0.244,116.2,-7.0,36.0,0,67.2,12.8,0,2
0.302,127.6,9.7,38.5,2,90.8,12.4,0,0
0.184,76.3,0.9,29.5,2,87.8,3.2,1,0
0.299,111.4,7.0,30.2,1,71.2,6.9,2,1
0.27,67.0,1.9,-8.3,2,84.1,14.4,0,1
0.308,66.5,9.6,34.8,0,34.1,7.5,2,1
0.261,47.9,7.0,37.2,2,28.9,10.1,0,1
0.242,110.0,-6.3,-2.3,2,61.9,3.3,0,1
0.28,128.4,7.0,12.9,0,72.1,7.0,0,0
0.213,48.2,-2.7,6.8,1,44.4,4.0,1,2
0.293,26.2,7.5,26.0,2,94.0,10.8,2,0
0.316,109.7,11.0,-6.7,0,28.6,0.6,0,0
0.293,88.2,10.6,25.3,0,41.2,10.7,1,0
0.205,125.6,-5.5,31.6,0,97.1,1.3,1,0
0.251,47.7,-6.9,-8.4,0,81.7,0.8,1,2
0.269,27.8,7.5,-2.3,1,36.0,1.3,1,0
0.35,74.2,6.2,-8.2,2,49.5,14.3,3,0
0.194,29.4,-4.5,29.4,0,78.1,11.7,0,0
0.281,48.8,5.7,-13.8,0,93.4,1.4,0,1
0.176,33.9,-7.7,34.2,2,40.3,9.9,0,1
0.303,44.7,4.6,14.6,0,95.9,9.4,3,1
0.322,31.7,8.6,-3.1,2,69.7,14.4,0,1
0.303,124.9,4.8,-6.7,0,51.9,8.2,2,0
0.282,50.6,-6.7,-6.5,0,96.0,11.7,3,0
0.294,68.8,11.8,-0.3,1,94.2,9.7,0,0
0.264,118.8,-0.9,-10.6,1,52.5,6.2,2,0
0.207,94.5,-0.4,28.9,0,48.9,1.9,0,1
0.23,88.0,-6.3,0.0,2,98.5,11.8,0,1
0.3,97.6,-4.7,-14.2,0,86.3,14.0,0,2
0.191,111.2,-2.6,28.8,2,56.7,4.0,1,0
0.282,116.5,8.0,17.2,2,72.4,3.2,0,0
0.269,90.7,5.8,-13.3,2,45.0,1.8,0,0
0.304,117.9,3.7,-2.6,0,96.8,14.1,2,0
0.303,78.9,9.3,2.7,1,49.1,12.9,0,1
0.326,50.5,12.0,36.6,1,31.3,0.3,1,2
0.273,116.8,-0.3,8.4,0,89.8,2.2,3,0
0.202,79.6,-0.2,23.0,1,67.0,8.1,0,2
0.292,119.7,6.7,27.7,0,77.9,0.2,0,2
0.27,24.4,4.9,13.8,0,91.2,9.0,1,1
0.217,63.7,-7.7,-9.4,0,80.9,6.6,0,1
0.303,124.3,5.1,36.4,0,71.0,6.7,2,1
0.3,47.5,6.4,9.7,0,55.2,6.4,0,2
0.315,123.6,11.7,-5.6,1,85.3,0.3,0,0
0.302,124.9,3.7,27.3,2,33.4,10.5,0,2
0.304,117.0,5.7,33.5,2,94.5,1.4,0,2
0.272,82.0,7.8,25.3,0,74.3,3.0,2,0
0.184,91.2,-6.1,9.5,0,48.5,2.0,0,0
0.233,115.7,6.7,39.1,1,93.9,7.6,0,0
0.315,105.3,2.9,-9.5,2,74.6,8.2,1,2
0.236,89.3,-6.0,-6.9,1,41.8,4.7,1,2
0.35,128.0,5.4,0.1,2,61.9,2.5,2,2
0.229,95.4,-3.3,-7.7,2,47.0,12.4,0,0
0.295,127.3,2.8,9.6,1,57.1,14.7,0,2
0.196,26.3,-2.4,17.8,0,54.3,9.0,2,0
0.252,35.3,-5.9,1.7,0,57.7,10.1,2,1
0.213,69.7,-3.0,-13.3,2,63.1,6.8,0,0
0.23,62.3,0.8,15.8,0,24.5,2.7,2,1
0.285,106.1,1.9,15.8,0,63.3,10.7,1,2
0.222,37.7,-5.0,32.9,1,53.5,12.3,2,1
0.259,127.4,-1.6,-9.3,2,89.0,13.8,0,0
0.271,54.7,9.2,5.4,0,55.7,3.1,1,0
0.329,67.2,10.2,-2.3,0,69.0,11.9,1,1
0.254,50.2,2.7,-9.4,2,97.6,5.5,2,0
0.244,83.7,1.8,1.6,2,34.0,11.4,0,1
0.227,26.4,3.6,29.3,0,56.7,3.1,0,0
0.263,36.5,-3.7,-2.1,1,34.5,4.6,2,2
0.289,102.0,11.9,35.2,0,51.4,2.6,1,0
0.309,40.5,6.9,23.1,2,41.5,10.0,2,2
0.229,45.9,-3.2,-9.7,1,81.1,14.0,1,0
0.267,107.2,-2.6,-2.8,0,52.3,13.7,2,1
0.345,30.3,5.0,-13.1,1,22.4,11.9,2,2
0.313,68.1,-1.5,-8.6,0,97.3,11.4,3,1
